date,geoid,county,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
2020-03-09,USA-39035,Cuyahoga,Ohio,3,0.43,0.03,0,0.0,0.0
2020-03-10,USA-39035,Cuyahoga,Ohio,0,0.43,0.03,0,0.0,0.0
2020-03-11,USA-39151,Stark,Ohio,1,0.14,0.04,0,0.0,0.0
2020-03-11,USA-39035,Cuyahoga,Ohio,0,0.43,0.03,0,0.0,0.0
2020-03-12,USA-39155,Trumbull,Ohio,1,0.14,0.07,0,0.0,0.0
2020-03-12,USA-39151,Stark,Ohio,0,0.14,0.04,0,0.0,0.0
2020-03-12,USA-39035,Cuyahoga,Ohio,0,0.43,0.03,0,0.0,0.0
2020-03-13,USA-39155,Trumbull,Ohio,0,0.14,0.07,0,0.0,0.0
2020-03-13,USA-39151,Stark,Ohio,0,0.14,0.04,0,0.0,0.0
2020-03-13,USA-39035,Cuyahoga,Ohio,8,1.57,0.13,0,0.0,0.0
2020-03-14,USA-39157,Tuscarawas,Ohio,1,0.14,0.16,0,0.0,0.0
2020-03-14,USA-39155,Trumbull,Ohio,1,0.29,0.14,0,0.0,0.0
2020-03-14,USA-39153,Summit,Ohio,2,0.29,0.05,0,0.0,0.0
2020-03-14,USA-39151,Stark,Ohio,1,0.29,0.08,0,0.0,0.0
2020-03-14,USA-39093,Lorain,Ohio,1,0.14,0.05,0,0.0,0.0
2020-03-14,USA-39049,Franklin,Ohio,1,0.14,0.01,0,0.0,0.0
2020-03-14,USA-39035,Cuyahoga,Ohio,0,1.57,0.13,0,0.0,0.0
2020-03-14,USA-39017,Butler,Ohio,4,0.57,0.15,0,0.0,0.0
2020-03-14,USA-39013,Belmont,Ohio,2,0.29,0.43,0,0.0,0.0
2020-03-15,USA-39157,Tuscarawas,Ohio,0,0.14,0.16,0,0.0,0.0
2020-03-15,USA-39155,Trumbull,Ohio,0,0.29,0.14,0,0.0,0.0
2020-03-15,USA-39153,Summit,Ohio,0,0.29,0.05,0,0.0,0.0
2020-03-15,USA-39151,Stark,Ohio,1,0.43,0.12,0,0.0,0.0
2020-03-15,USA-39103,Medina,Ohio,1,0.14,0.08,0,0.0,0.0
2020-03-15,USA-39095,Lucas,Ohio,1,0.14,0.03,0,0.0,0.0
2020-03-15,USA-39093,Lorain,Ohio,1,0.29,0.09,0,0.0,0.0
2020-03-15,USA-39049,Franklin,Ohio,2,0.43,0.03,0,0.0,0.0
2020-03-15,USA-39035,Cuyahoga,Ohio,3,2.0,0.16,0,0.0,0.0
2020-03-15,USA-39017,Butler,Ohio,2,0.86,0.22,0,0.0,0.0
2020-03-15,USA-39013,Belmont,Ohio,0,0.29,0.43,0,0.0,0.0
2020-03-16,USA-39157,Tuscarawas,Ohio,0,0.14,0.16,0,0.0,0.0
2020-03-16,USA-39155,Trumbull,Ohio,0,0.29,0.14,0,0.0,0.0
2020-03-16,USA-39153,Summit,Ohio,0,0.29,0.05,0,0.0,0.0
2020-03-16,USA-39151,Stark,Ohio,0,0.43,0.12,0,0.0,0.0
2020-03-16,USA-39103,Medina,Ohio,1,0.29,0.16,0,0.0,0.0
2020-03-16,USA-39095,Lucas,Ohio,0,0.14,0.03,0,0.0,0.0
2020-03-16,USA-39093,Lorain,Ohio,1,0.43,0.14,0,0.0,0.0
2020-03-16,USA-39055,Geauga,Ohio,1,0.14,0.15,0,0.0,0.0
2020-03-16,USA-39049,Franklin,Ohio,0,0.43,0.03,0,0.0,0.0
2020-03-16,USA-39035,Cuyahoga,Ohio,10,3.0,0.24,0,0.0,0.0
2020-03-16,USA-39017,Butler,Ohio,0,0.86,0.22,0,0.0,0.0
2020-03-16,USA-39013,Belmont,Ohio,0,0.29,0.43,0,0.0,0.0
2020-03-17,USA-39157,Tuscarawas,Ohio,0,0.14,0.16,0,0.0,0.0
2020-03-17,USA-39155,Trumbull,Ohio,0,0.29,0.14,0,0.0,0.0
2020-03-17,USA-39153,Summit,Ohio,2,0.57,0.11,0,0.0,0.0
2020-03-17,USA-39151,Stark,Ohio,0,0.43,0.12,0,0.0,0.0
2020-03-17,USA-39103,Medina,Ohio,1,0.43,0.24,0,0.0,0.0
2020-03-17,USA-39099,Mahoning,Ohio,1,0.14,0.06,0,0.0,0.0
2020-03-17,USA-39095,Lucas,Ohio,0,0.14,0.03,0,0.0,0.0
2020-03-17,USA-39093,Lorain,Ohio,1,0.57,0.18,0,0.0,0.0
2020-03-17,USA-39085,Lake,Ohio,1,0.14,0.06,0,0.0,0.0
2020-03-17,USA-39055,Geauga,Ohio,0,0.14,0.15,0,0.0,0.0
2020-03-17,USA-39049,Franklin,Ohio,1,0.57,0.04,0,0.0,0.0
2020-03-17,USA-39037,Darke,Ohio,1,0.14,0.28,0,0.0,0.0
2020-03-17,USA-39035,Cuyahoga,Ohio,7,4.0,0.32,0,0.0,0.0
2020-03-17,USA-39031,Coshocton,Ohio,2,0.29,0.78,0,0.0,0.0
2020-03-17,USA-39017,Butler,Ohio,0,0.86,0.22,0,0.0,0.0
2020-03-17,USA-39013,Belmont,Ohio,0,0.29,0.43,0,0.0,0.0
2020-03-18,USA-39157,Tuscarawas,Ohio,0,0.14,0.16,0,0.0,0.0
2020-03-18,USA-39155,Trumbull,Ohio,0,0.29,0.14,0,0.0,0.0
2020-03-18,USA-39153,Summit,Ohio,0,0.57,0.11,0,0.0,0.0
2020-03-18,USA-39151,Stark,Ohio,0,0.29,0.08,0,0.0,0.0
2020-03-18,USA-39109,Miami,Ohio,1,0.14,0.13,0,0.0,0.0
2020-03-18,USA-39103,Medina,Ohio,1,0.57,0.32,0,0.0,0.0
2020-03-18,USA-39099,Mahoning,Ohio,2,0.43,0.19,0,0.0,0.0
2020-03-18,USA-39095,Lucas,Ohio,0,0.14,0.03,0,0.0,0.0
2020-03-18,USA-39093,Lorain,Ohio,2,0.86,0.28,0,0.0,0.0
2020-03-18,USA-39085,Lake,Ohio,1,0.29,0.12,0,0.0,0.0
2020-03-18,USA-39077,Huron,Ohio,1,0.14,0.25,0,0.0,0.0
2020-03-18,USA-39055,Geauga,Ohio,0,0.14,0.15,0,0.0,0.0
2020-03-18,USA-39049,Franklin,Ohio,3,1.0,0.08,0,0.0,0.0
2020-03-18,USA-39041,Delaware,Ohio,1,0.14,0.07,0,0.0,0.0
2020-03-18,USA-39037,Darke,Ohio,0,0.14,0.28,0,0.0,0.0
2020-03-18,USA-39035,Cuyahoga,Ohio,7,5.0,0.4,0,0.0,0.0
2020-03-18,USA-39031,Coshocton,Ohio,0,0.29,0.78,0,0.0,0.0
2020-03-18,USA-39023,Clark,Ohio,1,0.14,0.11,0,0.0,0.0
2020-03-18,USA-39017,Butler,Ohio,2,1.14,0.3,0,0.0,0.0
2020-03-18,USA-39013,Belmont,Ohio,0,0.29,0.43,0,0.0,0.0
2020-03-18,USA-39005,Ashland,Ohio,1,0.14,0.27,0,0.0,0.0
2020-03-19,USA-39157,Tuscarawas,Ohio,0,0.14,0.16,0,0.0,0.0
2020-03-19,USA-39155,Trumbull,Ohio,0,0.14,0.07,0,0.0,0.0
2020-03-19,USA-39153,Summit,Ohio,2,0.86,0.16,0,0.0,0.0
2020-03-19,USA-39151,Stark,Ohio,2,0.57,0.15,0,0.0,0.0
2020-03-19,USA-39139,Richland,Ohio,1,0.14,0.12,0,0.0,0.0
2020-03-19,USA-39113,Montgomery,Ohio,1,0.14,0.03,0,0.0,0.0
2020-03-19,USA-39109,Miami,Ohio,0,0.14,0.13,0,0.0,0.0
2020-03-19,USA-39103,Medina,Ohio,1,0.71,0.4,0,0.0,0.0
2020-03-19,USA-39099,Mahoning,Ohio,2,0.71,0.31,0,0.0,0.0
2020-03-19,USA-39095,Lucas,Ohio,0,0.14,0.03,0,0.0,0.0
2020-03-19,USA-39093,Lorain,Ohio,0,0.86,0.28,0,0.0,0.0
2020-03-19,USA-39085,Lake,Ohio,0,0.29,0.12,0,0.0,0.0
2020-03-19,USA-39077,Huron,Ohio,0,0.14,0.25,0,0.0,0.0
2020-03-19,USA-39061,Hamilton,Ohio,2,0.29,0.03,0,0.0,0.0
2020-03-19,USA-39055,Geauga,Ohio,0,0.14,0.15,0,0.0,0.0
2020-03-19,USA-39049,Franklin,Ohio,3,1.43,0.11,0,0.0,0.0
2020-03-19,USA-39041,Delaware,Ohio,1,0.29,0.14,0,0.0,0.0
2020-03-19,USA-39037,Darke,Ohio,0,0.14,0.28,0,0.0,0.0
2020-03-19,USA-39035,Cuyahoga,Ohio,15,7.14,0.58,0,0.0,0.0
2020-03-19,USA-39031,Coshocton,Ohio,0,0.29,0.78,0,0.0,0.0
2020-03-19,USA-39023,Clark,Ohio,0,0.14,0.11,0,0.0,0.0
2020-03-19,USA-39017,Butler,Ohio,0,1.14,0.3,0,0.0,0.0
2020-03-19,USA-39013,Belmont,Ohio,0,0.29,0.43,0,0.0,0.0
2020-03-19,USA-39005,Ashland,Ohio,0,0.14,0.27,0,0.0,0.0
2020-03-20,USA-39165,Warren,Ohio,2,0.29,0.12,0,0.0,0.0
2020-03-20,USA-39159,Union,Ohio,1,0.14,0.24,0,0.0,0.0
2020-03-20,USA-39157,Tuscarawas,Ohio,0,0.14,0.16,0,0.0,0.0
2020-03-20,USA-39155,Trumbull,Ohio,1,0.29,0.14,0,0.0,0.0
2020-03-20,USA-39153,Summit,Ohio,4,1.43,0.26,0,0.0,0.0
2020-03-20,USA-39151,Stark,Ohio,1,0.71,0.19,0,0.0,0.0
2020-03-20,USA-39139,Richland,Ohio,0,0.14,0.12,0,0.0,0.0
2020-03-20,USA-39113,Montgomery,Ohio,0,0.14,0.03,0,0.0,0.0
2020-03-20,USA-39109,Miami,Ohio,0,0.14,0.13,0,0.0,0.0
2020-03-20,USA-39103,Medina,Ohio,0,0.71,0.4,0,0.0,0.0
2020-03-20,USA-39101,Marion,Ohio,1,0.14,0.22,0,0.0,0.0
2020-03-20,USA-39099,Mahoning,Ohio,2,1.0,0.44,0,0.0,0.0
2020-03-20,USA-39095,Lucas,Ohio,1,0.29,0.07,1,0.14,0.03
2020-03-20,USA-39093,Lorain,Ohio,4,1.43,0.46,0,0.0,0.0
2020-03-20,USA-39085,Lake,Ohio,1,0.43,0.19,0,0.0,0.0
2020-03-20,USA-39077,Huron,Ohio,0,0.14,0.25,0,0.0,0.0
2020-03-20,USA-39061,Hamilton,Ohio,5,1.0,0.12,0,0.0,0.0
2020-03-20,USA-39055,Geauga,Ohio,0,0.14,0.15,0,0.0,0.0
2020-03-20,USA-39049,Franklin,Ohio,4,2.0,0.15,0,0.0,0.0
2020-03-20,USA-39041,Delaware,Ohio,0,0.29,0.14,0,0.0,0.0
2020-03-20,USA-39037,Darke,Ohio,0,0.14,0.28,0,0.0,0.0
2020-03-20,USA-39035,Cuyahoga,Ohio,16,8.29,0.67,0,0.0,0.0
2020-03-20,USA-39031,Coshocton,Ohio,0,0.29,0.78,0,0.0,0.0
2020-03-20,USA-39029,Columbiana,Ohio,1,0.14,0.14,0,0.0,0.0
2020-03-20,USA-39023,Clark,Ohio,0,0.14,0.11,0,0.0,0.0
2020-03-20,USA-39017,Butler,Ohio,4,1.71,0.45,0,0.0,0.0
2020-03-20,USA-39013,Belmont,Ohio,0,0.29,0.43,0,0.0,0.0
2020-03-20,USA-39007,Ashtabula,Ohio,1,0.14,0.15,0,0.0,0.0
2020-03-20,USA-39005,Ashland,Ohio,0,0.14,0.27,0,0.0,0.0
2020-03-21,USA-39165,Warren,Ohio,0,0.29,0.12,0,0.0,0.0
2020-03-21,USA-39159,Union,Ohio,0,0.14,0.24,0,0.0,0.0
2020-03-21,USA-39157,Tuscarawas,Ohio,0,0.0,0.0,0,0.0,0.0
2020-03-21,USA-39155,Trumbull,Ohio,0,0.14,0.07,0,0.0,0.0
2020-03-21,USA-39153,Summit,Ohio,5,1.86,0.34,0,0.0,0.0
2020-03-21,USA-39151,Stark,Ohio,2,0.86,0.23,0,0.0,0.0
2020-03-21,USA-39139,Richland,Ohio,0,0.14,0.12,0,0.0,0.0
2020-03-21,USA-39113,Montgomery,Ohio,0,0.14,0.03,0,0.0,0.0
2020-03-21,USA-39109,Miami,Ohio,10,1.57,1.47,0,0.0,0.0
2020-03-21,USA-39103,Medina,Ohio,4,1.29,0.72,0,0.0,0.0
2020-03-21,USA-39101,Marion,Ohio,0,0.14,0.22,0,0.0,0.0
2020-03-21,USA-39099,Mahoning,Ohio,7,2.0,0.87,0,0.0,0.0
2020-03-21,USA-39095,Lucas,Ohio,2,0.57,0.13,0,0.14,0.03
2020-03-21,USA-39093,Lorain,Ohio,4,1.86,0.6,0,0.0,0.0
2020-03-21,USA-39089,Licking,Ohio,1,0.14,0.08,0,0.0,0.0
2020-03-21,USA-39085,Lake,Ohio,1,0.57,0.25,0,0.0,0.0
2020-03-21,USA-39077,Huron,Ohio,0,0.14,0.25,0,0.0,0.0
2020-03-21,USA-39061,Hamilton,Ohio,1,1.14,0.14,0,0.0,0.0
2020-03-21,USA-39055,Geauga,Ohio,0,0.14,0.15,0,0.0,0.0
2020-03-21,USA-39049,Franklin,Ohio,7,2.86,0.22,0,0.0,0.0
2020-03-21,USA-39043,Erie,Ohio,1,0.14,0.19,1,0.14,0.19
2020-03-21,USA-39041,Delaware,Ohio,2,0.57,0.27,0,0.0,0.0
2020-03-21,USA-39039,Defiance,Ohio,2,0.29,0.75,0,0.0,0.0
2020-03-21,USA-39037,Darke,Ohio,0,0.14,0.28,0,0.0,0.0
2020-03-21,USA-39035,Cuyahoga,Ohio,23,11.57,0.94,1,0.14,0.01
2020-03-21,USA-39031,Coshocton,Ohio,0,0.29,0.78,0,0.0,0.0
2020-03-21,USA-39029,Columbiana,Ohio,0,0.14,0.14,0,0.0,0.0
2020-03-21,USA-39025,Clermont,Ohio,2,0.29,0.14,0,0.0,0.0
2020-03-21,USA-39023,Clark,Ohio,0,0.14,0.11,0,0.0,0.0
2020-03-21,USA-39017,Butler,Ohio,4,1.71,0.45,0,0.0,0.0
2020-03-21,USA-39013,Belmont,Ohio,0,0.0,0.0,0,0.0,0.0
2020-03-21,USA-39007,Ashtabula,Ohio,0,0.14,0.15,0,0.0,0.0
2020-03-21,USA-39005,Ashland,Ohio,0,0.14,0.27,0,0.0,0.0
2020-03-22,USA-39173,Wood,Ohio,1,0.14,0.11,0,0.0,0.0
2020-03-22,USA-39165,Warren,Ohio,1,0.43,0.18,0,0.0,0.0
2020-03-22,USA-39159,Union,Ohio,0,0.14,0.24,0,0.0,0.0
2020-03-22,USA-39157,Tuscarawas,Ohio,1,0.14,0.16,0,0.0,0.0
2020-03-22,USA-39155,Trumbull,Ohio,0,0.14,0.07,0,0.0,0.0
2020-03-22,USA-39153,Summit,Ohio,8,3.0,0.55,0,0.0,0.0
2020-03-22,USA-39151,Stark,Ohio,2,1.0,0.27,0,0.0,0.0
2020-03-22,USA-39139,Richland,Ohio,0,0.14,0.12,0,0.0,0.0
2020-03-22,USA-39133,Portage,Ohio,1,0.14,0.09,0,0.0,0.0
2020-03-22,USA-39113,Montgomery,Ohio,4,0.71,0.13,0,0.0,0.0
2020-03-22,USA-39109,Miami,Ohio,2,1.86,1.74,0,0.0,0.0
2020-03-22,USA-39103,Medina,Ohio,1,1.29,0.72,0,0.0,0.0
2020-03-22,USA-39101,Marion,Ohio,0,0.14,0.22,0,0.0,0.0
2020-03-22,USA-39099,Mahoning,Ohio,4,2.57,1.12,0,0.0,0.0
2020-03-22,USA-39095,Lucas,Ohio,1,0.57,0.13,0,0.14,0.03
2020-03-22,USA-39093,Lorain,Ohio,5,2.43,0.78,0,0.0,0.0
2020-03-22,USA-39089,Licking,Ohio,0,0.14,0.08,0,0.0,0.0
2020-03-22,USA-39085,Lake,Ohio,2,0.86,0.37,0,0.0,0.0
2020-03-22,USA-39077,Huron,Ohio,0,0.14,0.25,0,0.0,0.0
2020-03-22,USA-39063,Hancock,Ohio,1,0.14,0.19,0,0.0,0.0
2020-03-22,USA-39061,Hamilton,Ohio,11,2.71,0.33,0,0.0,0.0
2020-03-22,USA-39057,Greene,Ohio,1,0.14,0.08,0,0.0,0.0
2020-03-22,USA-39055,Geauga,Ohio,1,0.29,0.31,0,0.0,0.0
2020-03-22,USA-39053,Gallia,Ohio,1,0.14,0.48,0,0.0,0.0
2020-03-22,USA-39049,Franklin,Ohio,13,4.43,0.34,0,0.0,0.0
2020-03-22,USA-39043,Erie,Ohio,0,0.14,0.19,0,0.14,0.19
2020-03-22,USA-39041,Delaware,Ohio,2,0.86,0.41,0,0.0,0.0
2020-03-22,USA-39039,Defiance,Ohio,0,0.29,0.75,0,0.0,0.0
2020-03-22,USA-39037,Darke,Ohio,0,0.14,0.28,0,0.0,0.0
2020-03-22,USA-39035,Cuyahoga,Ohio,33,15.86,1.28,0,0.14,0.01
2020-03-22,USA-39031,Coshocton,Ohio,0,0.29,0.78,0,0.0,0.0
2020-03-22,USA-39029,Columbiana,Ohio,1,0.29,0.28,0,0.0,0.0
2020-03-22,USA-39027,Clinton,Ohio,1,0.14,0.34,0,0.0,0.0
2020-03-22,USA-39025,Clermont,Ohio,3,0.71,0.35,0,0.0,0.0
2020-03-22,USA-39023,Clark,Ohio,0,0.14,0.11,0,0.0,0.0
2020-03-22,USA-39019,Carroll,Ohio,1,0.14,0.53,0,0.0,0.0
2020-03-22,USA-39017,Butler,Ohio,1,1.57,0.41,0,0.0,0.0
2020-03-22,USA-39013,Belmont,Ohio,0,0.0,0.0,0,0.0,0.0
2020-03-22,USA-39007,Ashtabula,Ohio,1,0.29,0.29,0,0.0,0.0
2020-03-22,USA-39005,Ashland,Ohio,0,0.14,0.27,0,0.0,0.0
2020-03-23,USA-39173,Wood,Ohio,1,0.29,0.22,0,0.0,0.0
2020-03-23,USA-39167,Washington,Ohio,1,0.14,0.24,0,0.0,0.0
2020-03-23,USA-39165,Warren,Ohio,2,0.71,0.3,0,0.0,0.0
2020-03-23,USA-39159,Union,Ohio,0,0.14,0.24,0,0.0,0.0
2020-03-23,USA-39157,Tuscarawas,Ohio,0,0.14,0.16,0,0.0,0.0
2020-03-23,USA-39155,Trumbull,Ohio,0,0.14,0.07,0,0.0,0.0
2020-03-23,USA-39153,Summit,Ohio,5,3.71,0.69,0,0.0,0.0
2020-03-23,USA-39151,Stark,Ohio,3,1.43,0.39,1,0.14,0.04
2020-03-23,USA-39143,Sandusky,Ohio,1,0.14,0.24,0,0.0,0.0
2020-03-23,USA-39139,Richland,Ohio,0,0.14,0.12,0,0.0,0.0
2020-03-23,USA-39133,Portage,Ohio,1,0.29,0.18,0,0.0,0.0
2020-03-23,USA-39113,Montgomery,Ohio,2,1.0,0.19,0,0.0,0.0
2020-03-23,USA-39109,Miami,Ohio,4,2.43,2.27,0,0.0,0.0
2020-03-23,USA-39103,Medina,Ohio,5,1.86,1.03,0,0.0,0.0
2020-03-23,USA-39101,Marion,Ohio,2,0.43,0.66,0,0.0,0.0
2020-03-23,USA-39099,Mahoning,Ohio,5,3.29,1.44,0,0.0,0.0
2020-03-23,USA-39097,Madison,Ohio,1,0.14,0.32,0,0.0,0.0
2020-03-23,USA-39095,Lucas,Ohio,4,1.14,0.27,0,0.14,0.03
2020-03-23,USA-39093,Lorain,Ohio,5,3.0,0.97,0,0.0,0.0
2020-03-23,USA-39091,Logan,Ohio,1,0.14,0.31,0,0.0,0.0
2020-03-23,USA-39089,Licking,Ohio,0,0.14,0.08,0,0.0,0.0
2020-03-23,USA-39085,Lake,Ohio,2,1.14,0.5,0,0.0,0.0
2020-03-23,USA-39083,Knox,Ohio,1,0.14,0.23,0,0.0,0.0
2020-03-23,USA-39077,Huron,Ohio,0,0.14,0.25,0,0.0,0.0
2020-03-23,USA-39063,Hancock,Ohio,0,0.14,0.19,0,0.0,0.0
2020-03-23,USA-39061,Hamilton,Ohio,7,3.71,0.45,0,0.0,0.0
2020-03-23,USA-39057,Greene,Ohio,0,0.14,0.08,0,0.0,0.0
2020-03-23,USA-39055,Geauga,Ohio,0,0.14,0.15,0,0.0,0.0
2020-03-23,USA-39053,Gallia,Ohio,0,0.14,0.48,0,0.0,0.0
2020-03-23,USA-39049,Franklin,Ohio,12,6.14,0.47,2,0.29,0.02
2020-03-23,USA-39043,Erie,Ohio,0,0.14,0.19,0,0.14,0.19
2020-03-23,USA-39041,Delaware,Ohio,1,1.0,0.48,0,0.0,0.0
2020-03-23,USA-39039,Defiance,Ohio,0,0.29,0.75,0,0.0,0.0
2020-03-23,USA-39037,Darke,Ohio,0,0.14,0.28,0,0.0,0.0
2020-03-23,USA-39035,Cuyahoga,Ohio,24,17.86,1.45,0,0.14,0.01
2020-03-23,USA-39031,Coshocton,Ohio,1,0.43,1.17,0,0.0,0.0
2020-03-23,USA-39029,Columbiana,Ohio,0,0.29,0.28,0,0.0,0.0
2020-03-23,USA-39027,Clinton,Ohio,0,0.14,0.34,0,0.0,0.0
2020-03-23,USA-39025,Clermont,Ohio,0,0.71,0.35,0,0.0,0.0
2020-03-23,USA-39023,Clark,Ohio,0,0.14,0.11,0,0.0,0.0
2020-03-23,USA-39019,Carroll,Ohio,1,0.29,1.06,0,0.0,0.0
2020-03-23,USA-39017,Butler,Ohio,0,1.57,0.41,0,0.0,0.0
2020-03-23,USA-39013,Belmont,Ohio,0,0.0,0.0,0,0.0,0.0
2020-03-23,USA-39007,Ashtabula,Ohio,1,0.43,0.44,0,0.0,0.0
2020-03-23,USA-39005,Ashland,Ohio,0,0.14,0.27,0,0.0,0.0
2020-03-24,USA-39173,Wood,Ohio,0,0.29,0.22,0,0.0,0.0
2020-03-24,USA-39167,Washington,Ohio,0,0.14,0.24,0,0.0,0.0
2020-03-24,USA-39165,Warren,Ohio,2,1.0,0.43,0,0.0,0.0
2020-03-24,USA-39159,Union,Ohio,1,0.29,0.48,0,0.0,0.0
2020-03-24,USA-39157,Tuscarawas,Ohio,1,0.29,0.31,0,0.0,0.0
2020-03-24,USA-39155,Trumbull,Ohio,1,0.29,0.14,0,0.0,0.0
2020-03-24,USA-39153,Summit,Ohio,8,4.57,0.84,0,0.0,0.0
2020-03-24,USA-39151,Stark,Ohio,0,1.43,0.39,0,0.14,0.04
2020-03-24,USA-39143,Sandusky,Ohio,0,0.14,0.24,0,0.0,0.0
2020-03-24,USA-39139,Richland,Ohio,3,0.57,0.47,0,0.0,0.0
2020-03-24,USA-39133,Portage,Ohio,2,0.57,0.35,0,0.0,0.0
2020-03-24,USA-39113,Montgomery,Ohio,3,1.43,0.27,0,0.0,0.0
2020-03-24,USA-39109,Miami,Ohio,2,2.71,2.54,0,0.0,0.0
2020-03-24,USA-39103,Medina,Ohio,0,1.71,0.95,0,0.0,0.0
2020-03-24,USA-39101,Marion,Ohio,1,0.57,0.88,0,0.0,0.0
2020-03-24,USA-39099,Mahoning,Ohio,5,3.86,1.69,0,0.0,0.0
2020-03-24,USA-39097,Madison,Ohio,0,0.14,0.32,0,0.0,0.0
2020-03-24,USA-39095,Lucas,Ohio,2,1.43,0.33,0,0.14,0.03
2020-03-24,USA-39093,Lorain,Ohio,6,3.71,1.2,0,0.0,0.0
2020-03-24,USA-39091,Logan,Ohio,1,0.29,0.63,0,0.0,0.0
2020-03-24,USA-39089,Licking,Ohio,1,0.29,0.16,0,0.0,0.0
2020-03-24,USA-39085,Lake,Ohio,3,1.43,0.62,0,0.0,0.0
2020-03-24,USA-39083,Knox,Ohio,0,0.14,0.23,0,0.0,0.0
2020-03-24,USA-39077,Huron,Ohio,1,0.29,0.49,0,0.0,0.0
2020-03-24,USA-39071,Highland,Ohio,1,0.14,0.33,0,0.0,0.0
2020-03-24,USA-39063,Hancock,Ohio,0,0.14,0.19,0,0.0,0.0
2020-03-24,USA-39061,Hamilton,Ohio,12,5.43,0.66,0,0.0,0.0
2020-03-24,USA-39057,Greene,Ohio,2,0.43,0.25,0,0.0,0.0
2020-03-24,USA-39055,Geauga,Ohio,3,0.57,0.61,0,0.0,0.0
2020-03-24,USA-39053,Gallia,Ohio,0,0.14,0.48,1,0.14,0.48
2020-03-24,USA-39049,Franklin,Ohio,29,10.14,0.77,0,0.29,0.02
2020-03-24,USA-39045,Fairfield,Ohio,2,0.29,0.18,0,0.0,0.0
2020-03-24,USA-39043,Erie,Ohio,0,0.14,0.19,0,0.14,0.19
2020-03-24,USA-39041,Delaware,Ohio,4,1.57,0.75,0,0.0,0.0
2020-03-24,USA-39039,Defiance,Ohio,0,0.29,0.75,0,0.0,0.0
2020-03-24,USA-39037,Darke,Ohio,0,0.0,0.0,0,0.0,0.0
2020-03-24,USA-39035,Cuyahoga,Ohio,18,19.43,1.57,1,0.29,0.02
2020-03-24,USA-39033,Crawford,Ohio,1,0.14,0.34,0,0.0,0.0
2020-03-24,USA-39031,Coshocton,Ohio,0,0.14,0.39,0,0.0,0.0
2020-03-24,USA-39029,Columbiana,Ohio,1,0.43,0.42,0,0.0,0.0
2020-03-24,USA-39027,Clinton,Ohio,0,0.14,0.34,0,0.0,0.0
2020-03-24,USA-39025,Clermont,Ohio,0,0.71,0.35,0,0.0,0.0
2020-03-24,USA-39023,Clark,Ohio,1,0.29,0.21,0,0.0,0.0
2020-03-24,USA-39021,Champaign,Ohio,1,0.14,0.37,0,0.0,0.0
2020-03-24,USA-39019,Carroll,Ohio,1,0.43,1.59,0,0.0,0.0
2020-03-24,USA-39017,Butler,Ohio,1,1.71,0.45,0,0.0,0.0
2020-03-24,USA-39013,Belmont,Ohio,0,0.0,0.0,0,0.0,0.0
2020-03-24,USA-39007,Ashtabula,Ohio,0,0.43,0.44,0,0.0,0.0
2020-03-24,USA-39005,Ashland,Ohio,0,0.14,0.27,0,0.0,0.0
2020-03-25,USA-39173,Wood,Ohio,1,0.43,0.33,0,0.0,0.0
2020-03-25,USA-39169,Wayne,Ohio,1,0.14,0.12,0,0.0,0.0
2020-03-25,USA-39167,Washington,Ohio,0,0.14,0.24,0,0.0,0.0
2020-03-25,USA-39165,Warren,Ohio,1,1.14,0.49,0,0.0,0.0
2020-03-25,USA-39159,Union,Ohio,1,0.43,0.73,0,0.0,0.0
2020-03-25,USA-39157,Tuscarawas,Ohio,0,0.29,0.31,0,0.0,0.0
2020-03-25,USA-39155,Trumbull,Ohio,5,1.0,0.51,0,0.0,0.0
2020-03-25,USA-39153,Summit,Ohio,7,5.57,1.03,0,0.0,0.0
2020-03-25,USA-39151,Stark,Ohio,0,1.43,0.39,1,0.29,0.08
2020-03-25,USA-39147,Seneca,Ohio,1,0.14,0.26,0,0.0,0.0
2020-03-25,USA-39143,Sandusky,Ohio,0,0.14,0.24,0,0.0,0.0
2020-03-25,USA-39139,Richland,Ohio,0,0.57,0.47,0,0.0,0.0
2020-03-25,USA-39133,Portage,Ohio,0,0.57,0.35,0,0.0,0.0
2020-03-25,USA-39129,Pickaway,Ohio,1,0.14,0.24,0,0.0,0.0
2020-03-25,USA-39113,Montgomery,Ohio,4,2.0,0.38,0,0.0,0.0
2020-03-25,USA-39109,Miami,Ohio,0,2.57,2.4,1,0.14,0.13
2020-03-25,USA-39107,Mercer,Ohio,1,0.14,0.35,0,0.0,0.0
2020-03-25,USA-39103,Medina,Ohio,7,2.57,1.43,0,0.0,0.0
2020-03-25,USA-39101,Marion,Ohio,0,0.57,0.88,0,0.0,0.0
2020-03-25,USA-39099,Mahoning,Ohio,14,5.57,2.44,0,0.0,0.0
2020-03-25,USA-39097,Madison,Ohio,1,0.29,0.64,0,0.0,0.0
2020-03-25,USA-39095,Lucas,Ohio,12,3.14,0.73,1,0.29,0.07
2020-03-25,USA-39093,Lorain,Ohio,7,4.43,1.43,0,0.0,0.0
2020-03-25,USA-39091,Logan,Ohio,0,0.29,0.63,0,0.0,0.0
2020-03-25,USA-39089,Licking,Ohio,3,0.71,0.4,0,0.0,0.0
