variable,group,value
2021-12-26,43541,0.0
2022-01-02,43541,0.0
2022-01-09,43541,0.0
2022-01-16,43541,6.0
2022-01-23,43541,8.0
2022-01-30,43541,0.0
2022-02-06,43541,0.0
2022-02-13,43541,0.0
2022-02-20,43541,0.0
2022-02-27,43541,0.0
2022-03-06,43541,0.0
2022-03-13,43541,0.0
2022-03-24,43541,0.0
2022-03-31,43541,0.0
2022-04-07,43541,0.0
2022-04-21,43541,0.0
2022-04-28,43541,0.0
2022-05-05,43541,0.0
2022-05-12,43541,0.0
2022-05-19,43541,0.0
2022-05-26,43541,0.0
2022-06-02,43541,0.0
2022-06-09,43541,0.0
2022-06-23,43541,0.0
2022-06-30,43541,0.0
2022-07-07,43541,0.0
2022-07-14,43541,0.0
2022-07-21,43541,0.0
2022-07-28,43541,0.0
2022-08-04,43541,0.0
2022-08-11,43541,0.0
2022-08-18,43541,0.0
2022-08-25,43541,0.0
2022-09-01,43541,0.0
2022-09-08,43541,0.0
2022-09-15,43541,0.0
2022-09-22,43541,0.0
2022-09-29,43541,0.0
2022-10-06,43541,0.0
2022-10-13,43541,0.0
2022-10-20,43541,0.0
2022-10-27,43541,0.0
2022-11-03,43541,0.0
2022-11-10,43541,0.0
2022-11-17,43541,0.0
2022-11-23,43541,0.0
2022-12-01,43541,0.0
2022-12-08,43541,0.0
2022-12-15,43541,0.0
2022-12-22,43541,0.0
2022-12-29,43541,0.0
2023-02-23,43541,0.0
2023-03-02,43541,0.0
2023-03-09,43541,0.0
2023-03-16,43541,0.0
2023-03-23,43541,0.0
2023-03-30,43541,0.0
2023-04-06,43541,0.0
2023-04-13,43541,0.0
2023-04-20,43541,0.0
2023-04-27,43541,0.0
2023-05-04,43541,0.0
2023-05-11,43541,0.0
2023-05-18,43541,0.0
2023-05-25,43541,0.0
2021-09-26,43542,22.0
2021-10-03,43542,23.0
2021-10-17,43542,14.0
2021-10-24,43542,18.0
2021-10-31,43542,10.0
2021-11-07,43542,8.0
2021-11-14,43542,17.0
2021-11-17,43542,14.0
2021-11-28,43542,21.0
2021-12-01,43542,30.0
2021-12-05,43542,33.0
2021-12-12,43542,39.0
2021-12-19,43542,31.0
2021-12-26,43542,32.0
2022-01-02,43542,45.0
2022-01-09,43542,56.0
2022-01-16,43542,95.0
2022-01-23,43542,77.0
2022-01-30,43542,62.0
2022-02-06,43542,31.0
2022-02-13,43542,11.0
2022-02-20,43542,9.0
2022-02-27,43542,10.0
2022-03-06,43542,7.0
2022-03-13,43542,0.0
2022-03-24,43542,0.0
2022-03-31,43542,0.0
2022-04-07,43542,0.0
2022-04-21,43542,0.0
2022-04-28,43542,8.0
2022-05-05,43542,8.0
2022-05-12,43542,7.0
2022-05-19,43542,6.0
2022-05-26,43542,13.0
2022-06-02,43542,12.0
2022-06-09,43542,0.0
2022-06-23,43542,0.0
2022-06-30,43542,0.0
2022-07-07,43542,9.0
2022-07-14,43542,0.0
2022-07-21,43542,6.0
2022-07-28,43542,7.0
2022-08-04,43542,0.0
2022-08-11,43542,6.0
2022-08-18,43542,7.0
2022-08-25,43542,10.0
2022-09-01,43542,8.0
2022-09-08,43542,11.0
2022-09-15,43542,14.0
2022-09-22,43542,12.0
2022-09-29,43542,11.0
2022-10-06,43542,6.0
2022-10-13,43542,11.0
2022-10-20,43542,7.0
2022-10-27,43542,0.0
2022-11-03,43542,6.0
2022-11-10,43542,11.0
2022-11-17,43542,15.0
2022-11-23,43542,7.0
2022-12-01,43542,5.0
2022-12-08,43542,0.0
2022-12-15,43542,9.0
2022-12-22,43542,9.0
2022-12-29,43542,14.0
2023-02-23,43542,0.0
2023-03-02,43542,0.0
2023-03-09,43542,0.0
2023-03-16,43542,0.0
2023-03-23,43542,0.0
2023-03-30,43542,0.0
2023-04-06,43542,0.0
2023-04-13,43542,0.0
2023-04-20,43542,0.0
2023-04-27,43542,0.0
2023-05-04,43542,0.0
2023-05-11,43542,0.0
2023-05-18,43542,0.0
2023-05-25,43542,0.0
2021-09-26,43543,59.0
2021-10-03,43543,45.0
2021-10-17,43543,74.0
2021-10-24,43543,74.0
2021-10-31,43543,62.0
2021-11-07,43543,62.0
2021-11-14,43543,66.0
2021-11-17,43543,73.0
2021-11-28,43543,60.0
2021-12-01,43543,80.0
2021-12-05,43543,86.0
2021-12-12,43543,69.0
2021-12-19,43543,48.0
2021-12-26,43543,27.0
2022-01-02,43543,27.0
2022-01-09,43543,59.0
2022-01-16,43543,110.0
2022-01-23,43543,147.0
2022-01-30,43543,127.0
2022-02-06,43543,73.0
2022-02-13,43543,41.0
2022-02-20,43543,24.0
2022-02-27,43543,18.0
2022-03-06,43543,11.0
2022-03-13,43543,7.0
2022-03-24,43543,0.0
2022-03-31,43543,0.0
2022-04-07,43543,0.0
2022-04-21,43543,6.0
2022-04-28,43543,6.0
2022-05-05,43543,9.0
2022-05-12,43543,14.0
2022-05-19,43543,21.0
2022-05-26,43543,12.0
2022-06-02,43543,16.0
2022-06-09,43543,18.0
2022-06-23,43543,11.0
2022-06-30,43543,7.0
2022-07-07,43543,9.0
2022-07-14,43543,19.0
2022-07-21,43543,28.0
2022-07-28,43543,33.0
2022-08-04,43543,26.0
2022-08-11,43543,39.0
2022-08-18,43543,43.0
2022-08-25,43543,54.0
2022-09-01,43543,56.0
2022-09-08,43543,40.0
2022-09-15,43543,34.0
2022-09-22,43543,26.0
2022-09-29,43543,21.0
2022-10-06,43543,12.0
2022-10-13,43543,8.0
2022-10-20,43543,25.0
2022-10-27,43543,22.0
2022-11-03,43543,24.0
2022-11-10,43543,24.0
2022-11-17,43543,20.0
2022-11-23,43543,24.0
2022-12-01,43543,21.0
2022-12-08,43543,22.0
2022-12-15,43543,17.0
2022-12-22,43543,17.0
2022-12-29,43543,12.0
2023-02-23,43543,15.0
2023-03-02,43543,27.0
2023-03-09,43543,10.0
2023-03-16,43543,10.0
2023-03-23,43543,18.0
2023-03-30,43543,14.0
2023-04-06,43543,14.0
2023-04-13,43543,14.0
2023-04-20,43543,0.0
2023-04-27,43543,0.0
2023-05-04,43543,5.0
2023-05-11,43543,0.0
2023-05-18,43543,0.0
2023-05-25,43543,0.0
2021-09-26,43545,57.0
2021-10-03,43545,61.0
2021-10-17,43545,59.0
2021-10-24,43545,72.0
2021-10-31,43545,82.0
2021-11-07,43545,88.0
2021-11-14,43545,135.0
2021-11-17,43545,138.0
2021-11-28,43545,90.0
2021-12-01,43545,91.0
2021-12-05,43545,117.0
2021-12-12,43545,131.0
2021-12-19,43545,80.0
2021-12-26,43545,55.0
2022-01-02,43545,85.0
2022-01-09,43545,195.0
2022-01-16,43545,315.0
2022-01-23,43545,329.0
2022-01-30,43545,230.0
2022-02-06,43545,97.0
2022-02-13,43545,49.0
2022-02-20,43545,42.0
2022-02-27,43545,32.0
2022-03-06,43545,16.0
2022-03-13,43545,0.0
2022-03-24,43545,0.0
2022-03-31,43545,0.0
2022-04-07,43545,0.0
2022-04-21,43545,5.0
2022-04-28,43545,9.0
2022-05-05,43545,15.0
2022-05-12,43545,16.0
2022-05-19,43545,22.0
2022-05-26,43545,36.0
2022-06-02,43545,34.0
2022-06-09,43545,27.0
2022-06-23,43545,24.0
2022-06-30,43545,22.0
2022-07-07,43545,15.0
2022-07-14,43545,26.0
2022-07-21,43545,42.0
2022-07-28,43545,63.0
2022-08-04,43545,44.0
2022-08-11,43545,57.0
2022-08-18,43545,79.0
2022-08-25,43545,94.0
2022-09-01,43545,90.0
2022-09-08,43545,64.0
2022-09-15,43545,37.0
2022-09-22,43545,31.0
2022-09-29,43545,24.0
2022-10-06,43545,10.0
2022-10-13,43545,14.0
2022-10-20,43545,11.0
2022-10-27,43545,8.0
2022-11-03,43545,9.0
2022-11-10,43545,12.0
2022-11-17,43545,14.0
2022-11-23,43545,37.0
2022-12-01,43545,29.0
2022-12-08,43545,29.0
2022-12-15,43545,25.0
2022-12-22,43545,25.0
2022-12-29,43545,24.0
2023-02-23,43545,22.0
2023-03-02,43545,30.0
2023-03-09,43545,29.0
2023-03-16,43545,15.0
2023-03-23,43545,9.0
2023-03-30,43545,11.0
2023-04-06,43545,11.0
2023-04-13,43545,11.0
2023-04-20,43545,0.0
2023-04-27,43545,0.0
2023-05-04,43545,0.0
2023-05-11,43545,0.0
2023-05-18,43545,0.0
2023-05-25,43545,0.0
2021-09-26,43548,5.0
2021-10-03,43548,0.0
2021-10-17,43548,0.0
2021-10-24,43548,0.0
2021-10-31,43548,0.0
2021-11-07,43548,10.0
2021-11-14,43548,10.0
2021-11-17,43548,6.0
2021-11-28,43548,0.0
2021-12-01,43548,5.0
2021-12-05,43548,7.0
2021-12-12,43548,5.0
2021-12-19,43548,0.0
2021-12-26,43548,0.0
2022-01-02,43548,0.0
2022-01-09,43548,0.0
2022-01-16,43548,13.0
2022-01-23,43548,15.0
2022-01-30,43548,10.0
2022-02-06,43548,0.0
2022-02-13,43548,0.0
2022-02-20,43548,0.0
2022-02-27,43548,0.0
2022-03-06,43548,0.0
2022-03-13,43548,0.0
2022-03-24,43548,0.0
2022-03-31,43548,0.0
2022-04-07,43548,0.0
2022-04-21,43548,0.0
2022-04-28,43548,0.0
2022-05-05,43548,0.0
2022-05-12,43548,0.0
2022-05-19,43548,0.0
2022-05-26,43548,0.0
2022-06-02,43548,0.0
2022-06-09,43548,0.0
2022-06-23,43548,0.0
2022-06-30,43548,0.0
2022-07-07,43548,0.0
2022-07-14,43548,0.0
2022-07-21,43548,0.0
2022-07-28,43548,0.0
2022-08-04,43548,0.0
2022-08-11,43548,0.0
2022-08-18,43548,0.0
2022-08-25,43548,0.0
2022-09-01,43548,0.0
2022-09-08,43548,0.0
2022-09-15,43548,0.0
2022-09-22,43548,0.0
2022-09-29,43548,0.0
2022-10-06,43548,0.0
2022-10-13,43548,0.0
2022-10-20,43548,0.0
2022-10-27,43548,0.0
2022-11-03,43548,0.0
2022-11-10,43548,0.0
2022-11-17,43548,0.0
2022-11-23,43548,0.0
2022-12-01,43548,0.0
2022-12-08,43548,0.0
2022-12-15,43548,0.0
2022-12-22,43548,0.0
2022-12-29,43548,0.0
2023-02-23,43548,0.0
2023-03-02,43548,0.0
2023-03-09,43548,0.0
2023-03-16,43548,0.0
2023-03-23,43548,0.0
2023-03-30,43548,0.0
2023-04-06,43548,0.0
2023-04-13,43548,0.0
2023-04-20,43548,0.0
2023-04-27,43548,0.0
2023-05-04,43548,0.0
2023-05-11,43548,0.0
2023-05-18,43548,0.0
2023-05-25,43548,0.0
2021-09-26,43549,0.0
2021-10-03,43549,0.0
2021-10-17,43549,6.0
2021-10-24,43549,17.0
2021-10-31,43549,21.0
2021-11-07,43549,12.0
2021-11-14,43549,8.0
2021-11-17,43549,11.0
2021-11-28,43549,6.0
2021-12-01,43549,0.0
2021-12-05,43549,8.0
2021-12-12,43549,9.0
2021-12-19,43549,7.0
2021-12-26,43549,9.0
2022-01-02,43549,7.0
2022-01-09,43549,10.0
2022-01-16,43549,24.0
2022-01-23,43549,21.0
2022-01-30,43549,18.0
2022-02-06,43549,9.0
2022-02-13,43549,0.0
2022-02-20,43549,0.0
2022-02-27,43549,0.0
2022-03-06,43549,0.0
2022-03-13,43549,0.0
2022-03-24,43549,0.0
2022-03-31,43549,0.0
2022-04-07,43549,0.0
2022-04-21,43549,0.0
2022-04-28,43549,0.0
2022-05-05,43549,0.0
2022-05-12,43549,5.0
2022-05-19,43549,0.0
2022-05-26,43549,0.0
2022-06-02,43549,0.0
2022-06-09,43549,0.0
2022-06-23,43549,0.0
2022-06-30,43549,0.0
2022-07-07,43549,0.0
2022-07-14,43549,0.0
2022-07-21,43549,0.0
2022-07-28,43549,6.0
2022-08-04,43549,5.0
2022-08-11,43549,0.0
2022-08-18,43549,7.0
2022-08-25,43549,7.0
2022-09-01,43549,0.0
2022-09-08,43549,0.0
2022-09-15,43549,0.0
2022-09-22,43549,0.0
2022-09-29,43549,0.0
2022-10-06,43549,0.0
2022-10-13,43549,0.0
2022-10-20,43549,0.0
2022-10-27,43549,0.0
2022-11-03,43549,0.0
2022-11-10,43549,0.0
2022-11-17,43549,0.0
2022-11-23,43549,0.0
2022-12-01,43549,0.0
2022-12-08,43549,0.0
2022-12-15,43549,0.0
2022-12-22,43549,0.0
2022-12-29,43549,0.0
2023-02-23,43549,0.0
2023-03-02,43549,0.0
2023-03-09,43549,0.0
2023-03-16,43549,0.0
2023-03-23,43549,0.0
2023-03-30,43549,0.0
2023-04-06,43549,0.0
2023-04-13,43549,0.0
2023-04-20,43549,0.0
2023-04-27,43549,0.0
2023-05-04,43549,0.0
2023-05-11,43549,0.0
2023-05-18,43549,0.0
2023-05-25,43549,0.0
2021-09-26,43551,155.0
2021-10-03,43551,169.0
2021-10-17,43551,182.0
2021-10-24,43551,154.0
2021-10-31,43551,146.0
2021-11-07,43551,177.0
2021-11-14,43551,213.0
2021-11-17,43551,228.0
2021-11-28,43551,251.0
2021-12-01,43551,242.0
2021-12-05,43551,290.0
2021-12-12,43551,294.0
2021-12-19,43551,237.0
2021-12-26,43551,365.0
2022-01-02,43551,606.0
2022-01-09,43551,809.0
2022-01-16,43551,0.0
2022-01-23,43551,952.0
2022-01-30,43551,584.0
2022-02-06,43551,237.0
2022-02-13,43551,122.0
2022-02-20,43551,88.0
2022-02-27,43551,70.0
2022-03-06,43551,47.0
2022-03-13,43551,27.0
2022-03-24,43551,19.0
2022-03-31,43551,18.0
2022-04-07,43551,18.0
2022-04-21,43551,43.0
2022-04-28,43551,48.0
2022-05-05,43551,68.0
2022-05-12,43551,136.0
2022-05-19,43551,199.0
2022-05-26,43551,178.0
2022-06-02,43551,137.0
2022-06-09,43551,122.0
2022-06-23,43551,92.0
2022-06-30,43551,88.0
2022-07-07,43551,97.0
2022-07-14,43551,118.0
2022-07-21,43551,109.0
2022-07-28,43551,104.0
2022-08-04,43551,129.0
2022-08-11,43551,150.0
2022-08-18,43551,135.0
2022-08-25,43551,106.0
2022-09-01,43551,139.0
2022-09-08,43551,153.0
2022-09-15,43551,114.0
2022-09-22,43551,90.0
2022-09-29,43551,62.0
2022-10-06,43551,38.0
2022-10-13,43551,33.0
2022-10-20,43551,61.0
2022-10-27,43551,59.0
2022-11-03,43551,58.0
2022-11-10,43551,34.0
2022-11-17,43551,24.0
2022-11-23,43551,36.0
2022-12-01,43551,62.0
2022-12-08,43551,79.0
2022-12-15,43551,77.0
2022-12-22,43551,77.0
2022-12-29,43551,83.0
2023-02-23,43551,29.0
2023-03-02,43551,31.0
2023-03-09,43551,40.0
2023-03-16,43551,36.0
2023-03-23,43551,40.0
2023-03-30,43551,37.0
2023-04-06,43551,37.0
2023-04-13,43551,37.0
2023-04-20,43551,16.0
2023-04-27,43551,11.0
2023-05-04,43551,9.0
2023-05-11,43551,15.0
2023-05-18,43551,15.0
2023-05-25,43551,15.0
2021-09-26,43554,38.0
2021-10-03,43554,22.0
2021-10-17,43554,32.0
2021-10-24,43554,17.0
2021-10-31,43554,7.0
2021-11-07,43554,16.0
2021-11-14,43554,18.0
2021-11-17,43554,20.0
2021-11-28,43554,20.0
2021-12-01,43554,24.0
2021-12-05,43554,26.0
2021-12-12,43554,15.0
2021-12-19,43554,17.0
2021-12-26,43554,16.0
2022-01-02,43554,19.0
2022-01-09,43554,22.0
2022-01-16,43554,30.0
2022-01-23,43554,44.0
2022-01-30,43554,36.0
2022-02-06,43554,27.0
2022-02-13,43554,23.0
2022-02-20,43554,13.0
2022-02-27,43554,5.0
2022-03-06,43554,0.0
2022-03-13,43554,0.0
2022-03-24,43554,0.0
2022-03-31,43554,0.0
2022-04-07,43554,0.0
2022-04-21,43554,0.0
2022-04-28,43554,0.0
2022-05-05,43554,0.0
2022-05-12,43554,5.0
2022-05-19,43554,9.0
2022-05-26,43554,5.0
2022-06-02,43554,0.0
2022-06-09,43554,6.0
2022-06-23,43554,10.0
2022-06-30,43554,0.0
2022-07-07,43554,0.0
2022-07-14,43554,0.0
2022-07-21,43554,5.0
2022-07-28,43554,6.0
2022-08-04,43554,9.0
2022-08-11,43554,12.0
2022-08-18,43554,11.0
2022-08-25,43554,18.0
2022-09-01,43554,16.0
2022-09-08,43554,10.0
2022-09-15,43554,5.0
2022-09-22,43554,8.0
2022-09-29,43554,7.0
2022-10-06,43554,0.0
2022-10-13,43554,0.0
2022-10-20,43554,5.0
2022-10-27,43554,14.0
2022-11-03,43554,13.0
2022-11-10,43554,7.0
2022-11-17,43554,0.0
2022-11-23,43554,0.0
2022-12-01,43554,0.0
2022-12-08,43554,5.0
2022-12-15,43554,10.0
2022-12-22,43554,10.0
2022-12-29,43554,0.0
2023-02-23,43554,0.0
2023-03-02,43554,0.0
2023-03-09,43554,8.0
2023-03-16,43554,0.0
2023-03-23,43554,0.0
2023-03-30,43554,0.0
2023-04-06,43554,0.0
2023-04-13,43554,0.0
2023-04-20,43554,0.0
2023-04-27,43554,0.0
2023-05-04,43554,0.0
2023-05-11,43554,0.0
2023-05-18,43554,0.0
2023-05-25,43554,0.0
2021-09-26,43556,12.0
2021-10-03,43556,14.0
2021-10-17,43556,19.0
2021-10-24,43556,19.0
2021-10-31,43556,24.0
2021-11-07,43556,12.0
2021-11-14,43556,13.0
2021-11-17,43556,18.0
2021-11-28,43556,14.0
2021-12-01,43556,14.0
2021-12-05,43556,15.0
2021-12-12,43556,11.0
2021-12-19,43556,8.0
2021-12-26,43556,12.0
2022-01-02,43556,10.0
2022-01-09,43556,21.0
2022-01-16,43556,23.0
2022-01-23,43556,27.0
2022-01-30,43556,35.0
2022-02-06,43556,19.0
2022-02-13,43556,7.0
2022-02-20,43556,0.0
2022-02-27,43556,0.0
2022-03-06,43556,0.0
2022-03-13,43556,0.0
2022-03-24,43556,0.0
2022-03-31,43556,0.0
2022-04-07,43556,0.0
2022-04-21,43556,0.0
2022-04-28,43556,0.0
2022-05-05,43556,0.0
2022-05-12,43556,0.0
2022-05-19,43556,0.0
2022-05-26,43556,0.0
2022-06-02,43556,0.0
2022-06-09,43556,5.0
2022-06-23,43556,0.0
2022-06-30,43556,0.0
2022-07-07,43556,0.0
2022-07-14,43556,0.0
2022-07-21,43556,0.0
2022-07-28,43556,0.0
2022-08-04,43556,0.0
2022-08-11,43556,0.0
2022-08-18,43556,5.0
2022-08-25,43556,8.0
2022-09-01,43556,10.0
2022-09-08,43556,10.0
2022-09-15,43556,13.0
2022-09-22,43556,11.0
2022-09-29,43556,0.0
2022-10-06,43556,0.0
2022-10-13,43556,0.0
2022-10-20,43556,0.0
2022-10-27,43556,0.0
2022-11-03,43556,0.0
2022-11-10,43556,0.0
2022-11-17,43556,0.0
2022-11-23,43556,0.0
2022-12-01,43556,0.0
2022-12-08,43556,0.0
2022-12-15,43556,0.0
2022-12-22,43556,0.0
2022-12-29,43556,0.0
2023-02-23,43556,0.0
2023-03-02,43556,0.0
2023-03-09,43556,0.0
2023-03-16,43556,0.0
2023-03-23,43556,7.0
2023-03-30,43556,7.0
2023-04-06,43556,7.0
2023-04-13,43556,7.0
2023-04-20,43556,0.0
2023-04-27,43556,0.0
2023-05-04,43556,0.0
2023-05-11,43556,0.0
2023-05-18,43556,0.0
2023-05-25,43556,0.0
2021-09-26,43557,20.0
2021-10-03,43557,28.0
2021-10-17,43557,5.0
2021-10-24,43557,10.0
2021-10-31,43557,9.0
2021-11-07,43557,9.0
2021-11-14,43557,18.0
2021-11-17,43557,22.0
2021-11-28,43557,27.0
2021-12-01,43557,23.0
2021-12-05,43557,23.0
2021-12-12,43557,20.0
2021-12-19,43557,19.0
2021-12-26,43557,15.0
2022-01-02,43557,15.0
2022-01-09,43557,34.0
2022-01-16,43557,62.0
2022-01-23,43557,57.0
2022-01-30,43557,40.0
2022-02-06,43557,13.0
2022-02-13,43557,10.0
2022-02-20,43557,8.0
2022-02-27,43557,0.0
2022-03-06,43557,0.0
2022-03-13,43557,0.0
2022-03-24,43557,0.0
2022-03-31,43557,0.0
2022-04-07,43557,0.0
2022-04-21,43557,0.0
2022-04-28,43557,0.0
2022-05-05,43557,6.0
2022-05-12,43557,0.0
2022-05-19,43557,0.0
2022-05-26,43557,0.0
2022-06-02,43557,7.0
2022-06-09,43557,6.0
2022-06-23,43557,0.0
2022-06-30,43557,0.0
2022-07-07,43557,0.0
2022-07-14,43557,9.0
2022-07-21,43557,7.0
2022-07-28,43557,7.0
2022-08-04,43557,15.0
2022-08-11,43557,12.0
2022-08-18,43557,10.0
2022-08-25,43557,12.0
2022-09-01,43557,7.0
2022-09-08,43557,0.0
2022-09-15,43557,0.0
2022-09-22,43557,6.0
2022-09-29,43557,8.0
2022-10-06,43557,0.0
2022-10-13,43557,0.0
2022-10-20,43557,0.0
2022-10-27,43557,7.0
2022-11-03,43557,8.0
2022-11-10,43557,5.0
2022-11-17,43557,5.0
2022-11-23,43557,9.0
2022-12-01,43557,6.0
2022-12-08,43557,0.0
2022-12-15,43557,5.0
2022-12-22,43557,5.0
2022-12-29,43557,0.0
2023-02-23,43557,5.0
2023-03-02,43557,5.0
2023-03-09,43557,0.0
2023-03-16,43557,0.0
2023-03-23,43557,5.0
2023-03-30,43557,7.0
2023-04-06,43557,7.0
2023-04-13,43557,7.0
2023-04-20,43557,0.0
2023-04-27,43557,0.0
2023-05-04,43557,0.0
2023-05-11,43557,0.0
2023-05-18,43557,0.0
2023-05-25,43557,0.0
2021-09-26,43558,74.0
2021-10-03,43558,73.0
2021-10-17,43558,64.0
2021-10-24,43558,53.0
2021-10-31,43558,50.0
2021-11-07,43558,64.0
2021-11-14,43558,62.0
2021-11-17,43558,61.0
2021-11-28,43558,110.0
2021-12-01,43558,99.0
2021-12-05,43558,120.0
2021-12-12,43558,96.0
2021-12-19,43558,88.0
2021-12-26,43558,86.0
2022-01-02,43558,126.0
2022-01-09,43558,191.0
2022-01-16,43558,295.0
2022-01-23,43558,278.0
2022-01-30,43558,218.0
2022-02-06,43558,100.0
2022-02-13,43558,44.0
2022-02-20,43558,26.0
2022-02-27,43558,13.0
2022-03-06,43558,9.0
2022-03-13,43558,5.0
2022-03-24,43558,0.0
2022-03-31,43558,0.0
2022-04-07,43558,0.0
2022-04-21,43558,10.0
2022-04-28,43558,13.0
2022-05-05,43558,20.0
2022-05-12,43558,27.0
2022-05-19,43558,36.0
2022-05-26,43558,46.0
2022-06-02,43558,41.0
2022-06-09,43558,26.0
2022-06-23,43558,26.0
2022-06-30,43558,18.0
2022-07-07,43558,23.0
2022-07-14,43558,28.0
2022-07-21,43558,30.0
2022-07-28,43558,31.0
2022-08-04,43558,35.0
2022-08-11,43558,47.0
2022-08-18,43558,45.0
2022-08-25,43558,44.0
2022-09-01,43558,58.0
2022-09-08,43558,56.0
2022-09-15,43558,35.0
2022-09-22,43558,33.0
2022-09-29,43558,24.0
2022-10-06,43558,17.0
2022-10-13,43558,16.0
2022-10-20,43558,32.0
2022-10-27,43558,23.0
2022-11-03,43558,14.0
2022-11-10,43558,16.0
2022-11-17,43558,14.0
2022-11-23,43558,12.0
2022-12-01,43558,12.0
2022-12-08,43558,21.0
2022-12-15,43558,22.0
2022-12-22,43558,22.0
2022-12-29,43558,35.0
2023-02-23,43558,11.0
2023-03-02,43558,24.0
2023-03-09,43558,23.0
2023-03-16,43558,16.0
2023-03-23,43558,16.0
2023-03-30,43558,13.0
2023-04-06,43558,13.0
2023-04-13,43558,13.0
2023-04-20,43558,6.0
2023-04-27,43558,7.0
2023-05-04,43558,5.0
2023-05-11,43558,0.0
2023-05-18,43558,0.0
2023-05-25,43558,0.0
2021-09-26,43560,137.0
2021-10-03,43560,163.0
2021-10-17,43560,146.0
2021-10-24,43560,156.0
2021-10-31,43560,125.0
2021-11-07,43560,102.0
2021-11-14,43560,109.0
2021-11-17,43560,106.0
2021-11-28,43560,129.0
2021-12-01,43560,143.0
2021-12-05,43560,198.0
2021-12-12,43560,181.0
2021-12-19,43560,131.0
2021-12-26,43560,189.0
2022-01-02,43560,411.0
2022-01-09,43560,568.0
2022-01-16,43560,949.0
2022-01-23,43560,762.0
2022-01-30,43560,418.0
2022-02-06,43560,200.0
2022-02-13,43560,90.0
2022-02-20,43560,55.0
2022-02-27,43560,32.0
2022-03-06,43560,15.0
2022-03-13,43560,10.0
2022-03-24,43560,22.0
2022-03-31,43560,19.0
2022-04-07,43560,20.0
2022-04-21,43560,28.0
2022-04-28,43560,45.0
2022-05-05,43560,64.0
2022-05-12,43560,121.0
2022-05-19,43560,151.0
2022-05-26,43560,149.0
2022-06-02,43560,111.0
2022-06-09,43560,85.0
2022-06-23,43560,73.0
2022-06-30,43560,58.0
2022-07-07,43560,62.0
2022-07-14,43560,71.0
2022-07-21,43560,94.0
2022-07-28,43560,89.0
2022-08-04,43560,90.0
2022-08-11,43560,90.0
2022-08-18,43560,94.0
2022-08-25,43560,113.0
2022-09-01,43560,104.0
2022-09-08,43560,80.0
2022-09-15,43560,73.0
2022-09-22,43560,77.0
2022-09-29,43560,50.0
2022-10-06,43560,45.0
2022-10-13,43560,42.0
2022-10-20,43560,40.0
2022-10-27,43560,65.0
2022-11-03,43560,76.0
2022-11-10,43560,56.0
2022-11-17,43560,50.0
2022-11-23,43560,54.0
2022-12-01,43560,65.0
2022-12-08,43560,84.0
2022-12-15,43560,100.0
2022-12-22,43560,100.0
2022-12-29,43560,79.0
2023-02-23,43560,33.0
2023-03-02,43560,36.0
2023-03-09,43560,36.0
2023-03-16,43560,55.0
2023-03-23,43560,65.0
2023-03-30,43560,25.0
2023-04-06,43560,25.0
2023-04-13,43560,25.0
2023-04-20,43560,22.0
2023-04-27,43560,16.0
2023-05-04,43560,29.0
2023-05-11,43560,29.0
2023-05-18,43560,29.0
2023-05-25,43560,29.0
2021-09-26,43566,25.0
2021-10-03,43566,37.0
2021-10-17,43566,25.0
2021-10-24,43566,28.0
2021-10-31,43566,25.0
2021-11-07,43566,24.0
2021-11-14,43566,28.0
2021-11-17,43566,36.0
2021-11-28,43566,47.0
2021-12-01,43566,56.0
2021-12-05,43566,82.0
2021-12-12,43566,74.0
2021-12-19,43566,63.0
2021-12-26,43566,68.0
2022-01-02,43566,91.0
2022-01-09,43566,148.0
2022-01-16,43566,207.0
2022-01-23,43566,155.0
2022-01-30,43566,105.0
2022-02-06,43566,57.0
2022-02-13,43566,33.0
2022-02-20,43566,19.0
2022-02-27,43566,11.0
2022-03-06,43566,11.0
2022-03-13,43566,6.0
2022-03-24,43566,0.0
2022-03-31,43566,0.0
2022-04-07,43566,5.0
2022-04-21,43566,5.0
2022-04-28,43566,8.0
2022-05-05,43566,9.0
2022-05-12,43566,21.0
2022-05-19,43566,32.0
2022-05-26,43566,27.0
2022-06-02,43566,19.0
2022-06-09,43566,13.0
2022-06-23,43566,22.0
2022-06-30,43566,22.0
2022-07-07,43566,15.0
2022-07-14,43566,13.0
2022-07-21,43566,22.0
2022-07-28,43566,31.0
2022-08-04,43566,22.0
2022-08-11,43566,14.0
2022-08-18,43566,17.0
2022-08-25,43566,20.0
2022-09-01,43566,28.0
2022-09-08,43566,21.0
2022-09-15,43566,19.0
2022-09-22,43566,24.0
2022-09-29,43566,14.0
2022-10-06,43566,8.0
2022-10-13,43566,5.0
2022-10-20,43566,9.0
2022-10-27,43566,14.0
2022-11-03,43566,13.0
2022-11-10,43566,15.0
2022-11-17,43566,11.0
2022-11-23,43566,13.0
2022-12-01,43566,7.0
2022-12-08,43566,15.0
2022-12-15,43566,18.0
2022-12-22,43566,18.0
2022-12-29,43566,27.0
2023-02-23,43566,8.0
2023-03-02,43566,8.0
2023-03-09,43566,7.0
2023-03-16,43566,8.0
2023-03-23,43566,9.0
2023-03-30,43566,8.0
2023-04-06,43566,8.0
2023-04-13,43566,8.0
2023-04-20,43566,6.0
2023-04-27,43566,0.0
2023-05-04,43566,0.0
2023-05-11,43566,0.0
